Player name,Rating,Won,Draw,Lost,Joined,Last Online,Scraping time,Last Online chess.com server time
ayuss77,1950,39.0,1.0,16.0,"Jan 2, 2023",7 hours ago,2023-04-02 14:10:15,2023-04-01 12:10:15
kawaki987,1949,711.0,59.0,599.0,"Apr 30, 2022",1 day ago,2023-04-02 14:10:22,2023-03-31 19:10:22
karlatan01,1947,276.0,24.0,184.0,"Mar 19, 2019",12 hours ago,2023-04-02 14:10:29,2023-04-01 07:10:29
Morijiro,1946,1263.0,140.0,997.0,"Nov 29, 2016",10 days ago,2023-04-02 14:10:35,2023-03-22 19:10:35
berserk1320,1945,2875.0,419.0,2629.0,"Jan 23, 2022",11 hours ago,2023-04-02 14:10:42,2023-04-01 08:10:42
Hikaru_Shindo,1943,796.0,83.0,693.0,"Aug 26, 2015",3 days ago,2023-04-02 14:10:48,2023-03-29 19:10:48
Party_Of_One,1941,,,,"Dec 25, 2022",15 minutes ago,2023-04-02 14:10:55,2023-04-01 18:55:55
Kakashi89,1938,1897.0,135.0,1794.0,"Jun 17, 2016",5 hours ago,2023-04-02 14:11:02,2023-04-01 14:11:02
slutfi,1937,4950.0,454.0,4758.0,"Dec 24, 2011",2 hours ago,2023-04-02 14:11:08,2023-04-01 17:11:08
TheLoneWolf04,1936,683.0,80.0,622.0,"Jan 30, 2018",1 day ago,2023-04-02 14:11:15,2023-03-31 19:11:15
YuAisu,1935,2732.0,380.0,2258.0,"Dec 10, 2016",14 days ago,2023-04-02 14:11:21,2023-03-18 19:11:21
ONI_hunter,1934,653.0,91.0,568.0,"May 19, 2020",9 hours ago,2023-04-02 14:11:28,2023-04-01 10:11:28
YellowF1ash,1932,63.0,2.0,44.0,"Sep 30, 2020",7 days ago,2023-04-02 14:11:35,2023-03-25 19:11:35
gabrielle0412,1932,7920.0,567.0,7739.0,"Jan 25, 2014",1 day ago,2023-04-02 14:11:41,2023-03-31 19:11:41
Rvl_Leader,1931,2057.0,190.0,1885.0,"Oct 12, 2016",11 hours ago,2023-04-02 14:11:48,2023-04-01 08:11:48
yuuki600905,1931,1206.0,119.0,929.0,"Dec 7, 2020",5 days ago,2023-04-02 14:11:55,2023-03-27 19:11:55
Sheogorad,1930,82.0,9.0,42.0,"Feb 6, 2022","Nov 12, 2022",2023-04-02 14:12:01,2022-11-12 00:00:00
Lycaon-Pictus,1929,583.0,63.0,429.0,"Jun 11, 2020",Online Now,2023-04-02 14:12:08,2023-04-01 19:12:08
Ryovichi,1929,94.0,3.0,26.0,"Nov 22, 2022",12 hours ago,2023-04-02 14:12:15,2023-04-01 07:12:15
ndodos,1928,2102.0,219.0,1803.0,"Nov 19, 2018",6 hours ago,2023-04-02 14:12:21,2023-04-01 13:12:21
elaurente23,1926,2269.0,162.0,2169.0,"Jul 27, 2020",13 days ago,2023-04-02 14:12:28,2023-03-19 19:12:28
Arth_07,1922,3289.0,358.0,2952.0,"Oct 9, 2017",Online Now,2023-04-02 14:12:35,2023-04-01 19:12:35
tw2r583,1919,2165.0,342.0,2564.0,"Sep 25, 2020",11 hours ago,2023-04-02 14:12:41,2023-04-01 08:12:41
luciano_kayanoki,1916,59.0,6.0,26.0,"May 31, 2012","Jan 23, 2023",2023-04-02 14:12:48,2023-01-23 00:00:00
Kritanta,1916,805.0,44.0,683.0,"Jan 8, 2020",1 hour ago,2023-04-02 14:12:55,2023-04-01 18:12:55
Queennuu,1914,22.0,7.0,16.0,"Nov 24, 2022","Feb 9, 2023",2023-04-02 14:13:02,2023-02-09 00:00:00
miscacctxx,1912,134.0,7.0,80.0,"Mar 16, 2019","Nov 16, 2022",2023-04-02 14:13:08,2022-11-16 00:00:00
AncientSquash,1911,934.0,99.0,799.0,"Jan 23, 2017",23 hours ago,2023-04-02 14:13:15,2023-03-31 20:13:15
DeepBlueXS,1911,917.0,138.0,611.0,"Nov 7, 2015",3 hours ago,2023-04-02 14:13:22,2023-04-01 16:13:22
Shadowaoioni,1911,1981.0,207.0,1785.0,"Mar 5, 2021",Online Now,2023-04-02 14:13:28,2023-04-01 19:13:28
o0_KnightsTale_0o,1910,3388.0,396.0,3652.0,"Feb 2, 2021","Feb 22, 2023",2023-04-02 14:13:35,2023-02-22 00:00:00
AkumaPumpkin,1909,30.0,4.0,16.0,"May 27, 2019",1 hour ago,2023-04-02 14:13:41,2023-04-01 18:13:41
Pekoooora,1909,210.0,11.0,84.0,"Mar 11, 2019","Oct 28, 2021",2023-04-02 14:13:48,2021-10-28 00:00:00
kamiyakumo,1908,4774.0,471.0,4267.0,"Mar 3, 2009",10 hours ago,2023-04-02 14:13:55,2023-04-01 09:13:55
enju,1907,3918.0,379.0,3206.0,"Oct 26, 2011",10 hours ago,2023-04-02 14:14:01,2023-04-01 09:14:01
philipthomasneumann,1907,19.0,0.0,1.0,"Feb 1, 2023",1 day ago,2023-04-02 14:14:08,2023-03-31 19:14:08
PhenomenalPhantom,1907,68.0,2.0,48.0,"Jan 17, 2021","Sep 5, 2022",2023-04-02 14:14:14,2022-09-05 00:00:00
iCMpro,1906,272.0,30.0,260.0,"Mar 13, 2020","Dec 2, 2021",2023-04-02 14:14:21,2021-12-02 00:00:00
fujiicorn,1906,9410.0,751.0,9179.0,"Jan 5, 2012",1 day ago,2023-04-02 14:14:28,2023-03-31 19:14:28
Antelminelli,1906,20.0,1.0,3.0,"Feb 21, 2023",24 days ago,2023-04-02 14:14:35,2023-03-08 19:14:35
El_Rey_Shotoku_Tenno,1905,340.0,26.0,249.0,"Aug 27, 2022","Feb 21, 2023",2023-04-02 14:14:41,2023-02-21 00:00:00
miscacctxxxxxx,1904,437.0,35.0,331.0,"Mar 25, 2019","Nov 14, 2022",2023-04-02 14:14:48,2022-11-14 00:00:00
detector21,1904,2872.0,207.0,2540.0,"Oct 13, 2016","Dec 23, 2022",2023-04-02 14:14:55,2022-12-23 00:00:00
KakashiHatake2,1904,563.0,40.0,456.0,"Apr 11, 2015",11 days ago,2023-04-02 14:15:01,2023-03-21 19:15:01
sutek001,1904,5801.0,686.0,5658.0,"Feb 12, 2014",9 days ago,2023-04-02 14:15:08,2023-03-23 19:15:08
kebon13,1903,370.0,19.0,278.0,"Dec 3, 2010","Oct 12, 2022",2023-04-02 14:15:14,2022-10-12 00:00:00
Ai_Mori,1903,148.0,10.0,59.0,"Nov 10, 2022","Feb 21, 2023",2023-04-02 14:15:21,2023-02-21 00:00:00
taishi33696639,1902,6257.0,365.0,5967.0,"Oct 30, 2020",15 days ago,2023-04-02 14:15:28,2023-03-17 19:15:28
miscacctxxxxxxx,1902,473.0,43.0,389.0,"Apr 8, 2019","Sep 29, 2022",2023-04-02 14:15:35,2022-09-29 00:00:00
hikoroman,1902,64.0,5.0,69.0,"Apr 5, 2021",Just now,2023-04-02 14:15:41,2023-04-01 19:15:41
tifa_forever,1901,403.0,38.0,258.0,"Jul 31, 2012",Just now,2023-04-02 14:15:47,2023-04-01 19:15:47
coffee_bean13,1901,26.0,0.0,10.0,"Jul 27, 2017",14 days ago,2023-04-02 14:15:54,2023-03-18 19:15:54
Nimzoviva,1901,36.0,4.0,13.0,"Dec 23, 2022","Jan 3, 2023",2023-04-02 14:16:00,2023-01-03 00:00:00
PawnTakesAll69,1901,6564.0,545.0,6030.0,"May 18, 2014",20 hours ago,2023-04-02 14:16:07,2023-03-31 23:16:07
KnightsMurderer,1901,242.0,24.0,103.0,"Feb 4, 2022","Mar 13, 2022",2023-04-02 14:16:13,2022-03-13 00:00:00
yamasouu,1901,650.0,44.0,464.0,"Dec 18, 2021",13 hours ago,2023-04-02 14:16:20,2023-04-01 06:16:20
DaimyoNobunaga,1901,,,,"Mar 6, 2021","Jan 1, 2023",2023-04-02 14:16:26,2023-01-01 00:00:00
ohnotokyo,1900,1032.0,101.0,866.0,"Jun 3, 2020","Jan 18, 2023",2023-04-02 14:16:33,2023-01-18 00:00:00
Player140020,1900,195.0,14.0,142.0,"Apr 15, 2022",35 minutes ago,2023-04-02 14:16:39,2023-04-01 18:41:39
XStockFishLevelX20,1900,175.0,35.0,130.0,"Aug 20, 2021","Jan 30, 2023",2023-04-02 14:16:46,2023-01-30 00:00:00
sioya,1900,2147.0,124.0,1975.0,"Jan 1, 2013",20 days ago,2023-04-02 14:16:53,2023-03-12 19:16:53
shicoooooo,1899,3337.0,206.0,2982.0,"Dec 11, 2011","Feb 11, 2023",2023-04-02 14:16:59,2023-02-11 00:00:00
Endital1ng,1898,28.0,8.0,22.0,"Nov 16, 2021","Jan 25, 2022",2023-04-02 14:17:06,2022-01-25 00:00:00
contami,1897,1576.0,122.0,1421.0,"Nov 7, 2016","Jul 22, 2022",2023-04-02 14:17:13,2022-07-22 00:00:00
lightning3119,1896,1208.0,99.0,1040.0,"Jun 19, 2015",8 hours ago,2023-04-02 14:17:19,2023-04-01 11:17:19
Lemonewide,1896,134.0,5.0,82.0,"Mar 23, 2022",8 hours ago,2023-04-02 14:17:26,2023-04-01 11:17:26
jcboy26,1895,498.0,22.0,419.0,"Jan 19, 2017",24 days ago,2023-04-02 14:17:33,2023-03-08 19:17:33
Yukina55,1895,1138.0,56.0,559.0,"Feb 28, 2010","Feb 24, 2023",2023-04-02 14:17:39,2023-02-24 00:00:00
atom_jpn,1895,205.0,17.0,119.0,"Jan 1, 2023",1 day ago,2023-04-02 14:17:46,2023-03-31 19:17:46
Zabzooby,1895,565.0,23.0,469.0,"Jan 14, 2022","Nov 24, 2022",2023-04-02 14:17:53,2022-11-24 00:00:00
NicoRobin5,1894,68.0,0.0,28.0,"Aug 10, 2022","Feb 22, 2023",2023-04-02 14:17:59,2023-02-22 00:00:00
TroubleMaki,1894,140.0,48.0,54.0,"Dec 28, 2021","Jan 19, 2022",2023-04-02 14:18:06,2022-01-19 00:00:00
chaidi,1893,2639.0,197.0,2265.0,"Jul 16, 2018",1 day ago,2023-04-02 14:18:12,2023-03-31 19:18:12
JockeyCosmique,1893,599.0,54.0,476.0,"Jan 17, 2021",1 hour ago,2023-04-02 14:18:19,2023-04-01 18:18:19
nohumansite21,1892,146.0,5.0,69.0,"Jul 23, 2020","Dec 30, 2021",2023-04-02 14:18:25,2021-12-30 00:00:00
TatsuyaEatFreshShiba,1892,112.0,18.0,102.0,"Jan 1, 2018",2 days ago,2023-04-02 14:18:32,2023-03-30 19:18:32
llErza-Scarlet,1892,24.0,2.0,16.0,"Jul 24, 2022",13 days ago,2023-04-02 14:18:39,2023-03-19 19:18:39
Nananto,1892,1676.0,131.0,1541.0,"Jan 11, 2022","Mar 20, 2022",2023-04-02 14:18:45,2022-03-20 00:00:00
cobaltcocoa,1892,1055.0,83.0,1007.0,"Mar 14, 2013",27 days ago,2023-04-02 14:18:52,2023-03-05 19:18:52
aoi_blue,1891,184.0,26.0,148.0,"Nov 3, 2020","Jan 6, 2023",2023-04-02 14:18:59,2023-01-06 00:00:00
Roman_ily,1891,163.0,6.0,92.0,"Apr 28, 2020","May 17, 2022",2023-04-02 14:19:06,2022-05-17 00:00:00
Sky24,1891,7661.0,366.0,7887.0,"Sep 25, 2010","Aug 11, 2022",2023-04-02 14:19:12,2022-08-11 00:00:00
syga60000,1891,76.0,22.0,99.0,"Feb 5, 2022","Feb 14, 2022",2023-04-02 14:19:19,2022-02-14 00:00:00
japaneseman0501,1891,327.0,30.0,259.0,"Jan 17, 2021","Jan 5, 2023",2023-04-02 14:19:26,2023-01-05 00:00:00
traumprinzzz,1888,122.0,1.0,52.0,"Jul 28, 2022","Dec 28, 2022",2023-04-02 14:19:32,2022-12-28 00:00:00
PUPUNIN,1887,27906.0,2963.0,25411.0,"Feb 22, 2015",3 hours ago,2023-04-02 14:19:39,2023-04-01 16:19:39
lordsmokugawa,1887,27.0,8.0,19.0,"Oct 22, 2021","Apr 28, 2022",2023-04-02 14:19:45,2022-04-28 00:00:00
Tshira,1886,59.0,8.0,42.0,"Feb 15, 2020","Dec 24, 2021",2023-04-02 14:19:52,2021-12-24 00:00:00
tsurina,1886,180.0,7.0,100.0,"Mar 20, 2012",24 days ago,2023-04-02 14:19:58,2023-03-08 19:19:58
Dawaking,1886,184.0,47.0,80.0,"Jul 19, 2021","May 29, 2022",2023-04-02 14:20:05,2022-05-29 00:00:00
SkippyPeanutButter1,1885,5496.0,351.0,5153.0,"Dec 16, 2014","Sep 21, 2022",2023-04-02 14:20:12,2022-09-21 00:00:00
LuffyEmperor1997,1885,124.0,6.0,66.0,"Aug 21, 2022","Feb 10, 2023",2023-04-02 14:20:19,2023-02-10 00:00:00
kuromaru_kashiwa,1884,182.0,15.0,97.0,"Dec 14, 2022",2 days ago,2023-04-02 14:20:26,2023-03-30 19:20:26
dmitrydorenko,1884,249.0,32.0,167.0,"Jan 17, 2022","May 10, 2022",2023-04-02 14:20:32,2022-05-10 00:00:00
SuzMasat,1883,211.0,14.0,135.0,"Apr 2, 2012",8 hours ago,2023-04-02 14:20:40,2023-04-01 11:20:40
shch33,1883,3212.0,455.0,2897.0,"Nov 3, 2018",9 hours ago,2023-04-02 14:20:46,2023-04-01 10:20:46
YeMann999,1881,3868.0,380.0,3512.0,"May 15, 2017",4 days ago,2023-04-02 14:20:53,2023-03-28 19:20:53
yumasayato,1881,35.0,4.0,20.0,"Aug 15, 2022","Aug 27, 2022",2023-04-02 14:20:59,2022-08-27 00:00:00
tamagosand,1881,188.0,37.0,64.0,"Sep 21, 2021","Oct 27, 2021",2023-04-02 14:21:06,2021-10-27 00:00:00
Youcantblock_Kai,1879,960.0,87.0,909.0,"Nov 8, 2020",9 days ago,2023-04-02 14:21:13,2023-03-23 19:21:13
Joey_JoJo_JrShabadoo,1879,7423.0,742.0,7158.0,"Jan 28, 2019","Dec 21, 2022",2023-04-02 14:21:19,2022-12-21 00:00:00
DELTA2020,1879,4201.0,444.0,4567.0,"Jun 10, 2016",11 hours ago,2023-04-02 14:21:26,2023-04-01 08:21:26
bchakma,1878,2696.0,515.0,3544.0,"Mar 2, 2014","Feb 19, 2021",2023-04-02 14:21:33,2021-02-19 00:00:00
Ukinon,1877,2590.0,187.0,2432.0,"Nov 23, 2014","Feb 7, 2023",2023-04-02 14:21:39,2023-02-07 00:00:00
mutaito-st,1877,1659.0,168.0,1435.0,"May 16, 2021",16 hours ago,2023-04-02 14:21:46,2023-04-01 03:21:46
miscacctxxxxxxxx,1876,340.0,28.0,238.0,"Feb 2, 2020","Sep 29, 2022",2023-04-02 14:21:53,2022-09-29 00:00:00
maximillian1231,1876,,,,"Dec 14, 2019",13 days ago,2023-04-02 14:22:00,2023-03-19 19:22:00
retrospective-adj,1874,5632.0,366.0,5269.0,"Nov 2, 2015",5 hours ago,2023-04-02 14:22:07,2023-04-01 14:22:07
lucianoska,1873,10366.0,1075.0,8444.0,"Mar 30, 2012",1 day ago,2023-04-02 14:22:13,2023-03-31 19:22:13
ShirakamiFubukingFBK,1872,73.0,2.0,25.0,"Jun 13, 2022",10 hours ago,2023-04-02 14:22:20,2023-04-01 09:22:20
hotchoc0,1871,1586.0,128.0,1440.0,"Nov 6, 2020",11 hours ago,2023-04-02 14:22:27,2023-04-01 08:22:27
SaiyanChessPlayer,1871,85.0,4.0,60.0,"Sep 29, 2021","Feb 14, 2023",2023-04-02 14:22:34,2023-02-14 00:00:00
Bolcano,1869,12343.0,1004.0,10758.0,"Sep 22, 2017",12 hours ago,2023-04-02 14:22:40,2023-04-01 07:22:40
BakuMadarame1,1869,14.0,0.0,7.0,"Mar 16, 2023",1 day ago,2023-04-02 14:22:48,2023-03-31 19:22:48
angxdev,1869,29.0,1.0,9.0,"Jan 14, 2023",17 hours ago,2023-04-02 14:22:54,2023-04-01 02:22:54
ssharkoon,1869,4894.0,422.0,4587.0,"Dec 4, 2020",10 hours ago,2023-04-02 14:23:01,2023-04-01 09:23:01
seijun01,1868,66.0,1.0,17.0,"Feb 8, 2022",9 hours ago,2023-04-02 14:23:08,2023-04-01 10:23:08
yuya64,1867,280.0,42.0,224.0,"Aug 18, 2019",2 hours ago,2023-04-02 14:23:15,2023-04-01 17:23:15
ryoshiomi,1867,23.0,1.0,10.0,"Feb 20, 2011","Jan 18, 2023",2023-04-02 14:23:21,2023-01-18 00:00:00
knm_310,1865,45.0,4.0,25.0,"Sep 17, 2021",2 days ago,2023-04-02 14:23:28,2023-03-30 19:23:28
TrixR4kids1337,1865,32.0,4.0,25.0,"Jul 12, 2021","Jul 24, 2021",2023-04-02 14:23:34,2021-07-24 00:00:00
kishmo,1864,1214.0,169.0,1227.0,"Jan 28, 2019",1 day ago,2023-04-02 14:23:41,2023-03-31 19:23:41
Kaminari_77,1864,68.0,8.0,79.0,"Oct 29, 2022",43 minutes ago,2023-04-02 14:23:47,2023-04-01 18:40:47
acanthus32,1864,87.0,9.0,55.0,"Jun 10, 2021",1 day ago,2023-04-02 14:23:54,2023-03-31 19:23:54
Wanococoro,1863,5774.0,748.0,5408.0,"Jul 8, 2020",1 day ago,2023-04-02 14:24:00,2023-03-31 19:24:00
FloatingFiesta,1863,6462.0,862.0,6252.0,"Dec 18, 2018","Jul 15, 2022",2023-04-02 14:24:07,2022-07-15 00:00:00
handsometom1,1863,6727.0,638.0,6721.0,"Aug 20, 2015",13 hours ago,2023-04-02 14:24:14,2023-04-01 06:24:14
tkihira,1862,7641.0,636.0,7451.0,"Jan 23, 2014",51 minutes ago,2023-04-02 14:24:20,2023-04-01 18:33:20
BEDWAR5,1861,1683.0,138.0,1460.0,"Nov 14, 2020",3 hours ago,2023-04-02 14:24:27,2023-04-01 16:24:27
s4egusa,1860,206.0,22.0,138.0,"Apr 16, 2020","Sep 28, 2022",2023-04-02 14:24:34,2022-09-28 00:00:00
3errrr,1859,471.0,40.0,373.0,"Jan 28, 2021",12 hours ago,2023-04-02 14:24:41,2023-04-01 07:24:41
buhibuhi,1858,2685.0,139.0,2524.0,"Sep 14, 2017",21 days ago,2023-04-02 14:24:47,2023-03-11 19:24:47
elwolfo1775,1858,6740.0,786.0,6393.0,"Feb 15, 2016",43 minutes ago,2023-04-02 14:24:54,2023-04-01 18:41:54
K-Yoshi,1857,11.0,1.0,8.0,"Sep 30, 2015","Sep 25, 2022",2023-04-02 14:25:01,2022-09-25 00:00:00
naminduashan,1856,9670.0,1128.0,10030.0,"May 23, 2012",19 hours ago,2023-04-02 14:25:08,2023-04-01 00:25:08
Dragon-Kirito,1856,90.0,12.0,71.0,"Mar 11, 2013","Dec 15, 2022",2023-04-02 14:25:27,2022-12-15 00:00:00
kisas_1,1855,13552.0,1425.0,13181.0,"Feb 2, 2014",8 hours ago,2023-04-02 14:25:34,2023-04-01 11:25:34
jgsfld,1854,265.0,49.0,243.0,"Jul 3, 2022","Mar 2, 2023",2023-04-02 14:25:40,2023-03-02 00:00:00
Cgo271914,1853,1148.0,110.0,1065.0,"May 22, 2022",14 hours ago,2023-04-02 14:25:47,2023-04-01 05:25:47
nikumarekko,1853,88.0,26.0,41.0,"May 2, 2021","Jun 27, 2021",2023-04-02 14:25:54,2021-06-27 00:00:00
mrCoupdetat,1850,15559.0,1529.0,16945.0,"Apr 18, 2013",1 hour ago,2023-04-02 14:26:00,2023-04-01 18:26:00
johncarlos25,1849,1460.0,131.0,1320.0,"Nov 18, 2011","Oct 14, 2021",2023-04-02 14:26:07,2021-10-14 00:00:00
llZlll,1849,592.0,12.0,471.0,"Dec 13, 2018",11 days ago,2023-04-02 14:26:13,2023-03-21 19:26:13
sorenzo,1848,4677.0,381.0,4001.0,"Sep 22, 2014",1 day ago,2023-04-02 14:26:20,2023-03-31 19:26:20
HideyoshiKunimori,1846,691.0,74.0,630.0,"Oct 14, 2021","Jan 14, 2023",2023-04-02 14:26:27,2023-01-14 00:00:00
chopmateking,1845,634.0,47.0,483.0,"Apr 28, 2022",1 day ago,2023-04-02 14:26:33,2023-03-31 19:26:33
Symbols0,1844,275.0,21.0,216.0,"Jan 13, 2021",1 day ago,2023-04-02 14:26:40,2023-03-31 19:26:40
Remember49,1843,2539.0,339.0,2468.0,"Dec 29, 2017",4 hours ago,2023-04-02 14:26:47,2023-04-01 15:26:47
Miyamoto_Musashi2004,1842,2856.0,242.0,2686.0,"Jul 17, 2020",25 minutes ago,2023-04-02 14:26:53,2023-04-01 19:01:53
takeshi33333333ax2aw,1841,147.0,4.0,69.0,"Jun 29, 2020","Apr 8, 2022",2023-04-02 14:27:00,2022-04-08 00:00:00
Jtorq,1841,1315.0,100.0,1292.0,"Aug 25, 2019",17 days ago,2023-04-02 14:27:06,2023-03-15 19:27:06
M4A1FOX,1841,5275.0,558.0,5039.0,"Oct 8, 2009",1 hour ago,2023-04-02 14:27:13,2023-04-01 18:27:13
kiril05,1841,527.0,103.0,492.0,"Feb 3, 2015","Sep 9, 2022",2023-04-02 14:27:19,2022-09-09 00:00:00
Lawliet189,1841,209.0,23.0,156.0,"Mar 21, 2022",28 days ago,2023-04-02 14:27:26,2023-03-04 19:27:26
JustAnotherUser777,1840,110.0,0.0,10.0,"Aug 29, 2020","Apr 20, 2021",2023-04-02 14:27:33,2021-04-20 00:00:00
Sink191,1840,51.0,4.0,32.0,"Jan 6, 2023",11 days ago,2023-04-02 14:27:39,2023-03-21 19:27:39
suki_07,1840,,,,"Dec 8, 2022",9 days ago,2023-04-02 14:27:46,2023-03-23 19:27:46
Gojoo_Satoru,1839,68.0,1.0,4.0,"May 6, 2021","May 17, 2021",2023-04-02 14:27:53,2021-05-17 00:00:00
optanaka,1838,1668.0,129.0,1518.0,"Nov 27, 2011",1 hour ago,2023-04-02 14:27:59,2023-04-01 18:27:59
WibuSadBoyy,1838,11.0,1.0,10.0,"Jul 23, 2022","Aug 5, 2022",2023-04-02 14:28:06,2022-08-05 00:00:00
Chaos_62,1838,216.0,12.0,192.0,"Feb 24, 2021",12 hours ago,2023-04-02 14:28:13,2023-04-01 07:28:13
Doomsday_2032,1837,1514.0,127.0,1378.0,"Apr 5, 2019",14 hours ago,2023-04-02 14:28:19,2023-04-01 05:28:19
tsunaron,1836,160.0,26.0,67.0,"Feb 20, 2023",5 days ago,2023-04-02 14:28:26,2023-03-27 19:28:26
Aleksandrkoven,1836,1582.0,172.0,1326.0,"Dec 15, 2022",2 hours ago,2023-04-02 14:28:33,2023-04-01 17:28:33
ElCaballero_dePapel,1835,2213.0,212.0,1975.0,"Feb 12, 2020",2 days ago,2023-04-02 14:28:39,2023-03-30 19:28:39
kiskisi6666,1835,299.0,32.0,213.0,"Mar 8, 2018",5 hours ago,2023-04-02 14:28:46,2023-04-01 14:28:46
Shinkansen_Bullet,1835,2453.0,209.0,2381.0,"Jul 9, 2016",3 hours ago,2023-04-02 14:28:52,2023-04-01 16:28:52
bakura_x,1835,164.0,2.0,68.0,"Nov 5, 2021","Jun 27, 2022",2023-04-02 14:28:59,2022-06-27 00:00:00
matomo33,1833,1035.0,42.0,884.0,"Jun 2, 2012",16 days ago,2023-04-02 14:29:06,2023-03-16 19:29:06
King0fHack,1833,21.0,1.0,3.0,"Jul 27, 2022","Jan 27, 2023",2023-04-02 14:29:12,2023-01-27 00:00:00
miscacctxxxxx1,1833,386.0,22.0,290.0,"Aug 23, 2021","Oct 19, 2021",2023-04-02 14:29:19,2021-10-19 00:00:00
manmarukirby,1832,82.0,6.0,63.0,"Sep 30, 2018","Jan 22, 2023",2023-04-02 14:29:25,2023-01-22 00:00:00
miizilow,1832,29.0,5.0,37.0,"Mar 4, 2023",20 days ago,2023-04-02 14:29:32,2023-03-12 19:29:32
piyoko,1831,8465.0,573.0,7571.0,"Jul 10, 2012","Feb 24, 2023",2023-04-02 14:29:39,2023-02-24 00:00:00
f1ria,1831,667.0,40.0,564.0,"Mar 24, 2013","Oct 5, 2021",2023-04-02 14:29:45,2021-10-05 00:00:00
yuki999,1830,3513.0,267.0,3393.0,"Mar 5, 2020",20 hours ago,2023-04-02 14:29:52,2023-03-31 23:29:52
CampingSniper,1830,926.0,66.0,803.0,"Apr 5, 2019",8 days ago,2023-04-02 14:29:59,2023-03-24 19:29:59
ichi-go-ichi-e,1830,273.0,25.0,211.0,"Dec 16, 2022",9 hours ago,2023-04-02 14:30:05,2023-04-01 10:30:05
josegaryancheta,1830,1316.0,112.0,1217.0,"Nov 6, 2021","Oct 29, 2022",2023-04-02 14:30:12,2022-10-29 00:00:00
phacuong,1828,213.0,25.0,210.0,"May 2, 2020","Jul 3, 2022",2023-04-02 14:30:18,2022-07-03 00:00:00
Katana-Wakizashi,1828,370.0,27.0,279.0,"Apr 11, 2015",5 hours ago,2023-04-02 14:30:25,2023-04-01 14:30:25
PaulusOOKA,1827,372.0,50.0,317.0,"Jul 16, 2021","Aug 25, 2022",2023-04-02 14:30:32,2022-08-25 00:00:00
randO2,1826,26.0,1.0,12.0,"Mar 11, 2020",25 days ago,2023-04-02 14:30:38,2023-03-07 19:30:38
BourgogneBlanche,1825,491.0,18.0,374.0,"Dec 16, 2020","Oct 31, 2022",2023-04-02 14:30:45,2022-10-31 00:00:00
NekoObake,1824,1147.0,111.0,970.0,"Nov 15, 2017","Nov 26, 2021",2023-04-02 14:30:51,2021-11-26 00:00:00
ColorLess_K1ng,1824,14.0,0.0,22.0,"Mar 8, 2022","Apr 26, 2022",2023-04-02 14:30:58,2022-04-26 00:00:00
Colonel8Monar,1824,1059.0,118.0,843.0,"Nov 17, 2013",6 days ago,2023-04-02 14:31:05,2023-03-26 19:31:05
OyamaCo,1822,3229.0,226.0,3219.0,"Jul 31, 2010",1 day ago,2023-04-02 14:31:11,2023-03-31 19:31:11
wanwan0308,1821,9091.0,892.0,9413.0,"Oct 2, 2016",7 hours ago,2023-04-02 14:31:18,2023-04-01 12:31:18
Nehoki,1821,193.0,18.0,172.0,"Feb 17, 2022","Mar 14, 2022",2023-04-02 14:31:24,2022-03-14 00:00:00
bucchi1313,1820,504.0,55.0,471.0,"Oct 14, 2019","Mar 1, 2023",2023-04-02 14:31:31,2023-03-01 00:00:00
tofune,1820,17.0,2.0,6.0,"Dec 14, 2022",13 days ago,2023-04-02 14:31:38,2023-03-19 19:31:38
caesar12311,1818,856.0,71.0,689.0,"Mar 4, 2017",23 hours ago,2023-04-02 14:31:45,2023-03-31 20:31:45
takeshi33333333,1817,126.0,5.0,70.0,"May 28, 2020","Apr 8, 2022",2023-04-02 14:31:51,2022-04-08 00:00:00
ARKgrim,1815,789.0,83.0,729.0,"Sep 17, 2019",9 days ago,2023-04-02 14:31:58,2023-03-23 19:31:58
huruhu,1815,3397.0,261.0,3244.0,"Dec 1, 2018",11 hours ago,2023-04-02 14:32:05,2023-04-01 08:32:05
Shinobimichi,1815,97.0,5.0,88.0,"Dec 14, 2022",10 hours ago,2023-04-02 14:32:11,2023-04-01 09:32:11
KarpovWannabe,1815,161.0,15.0,106.0,"Aug 10, 2021",6 days ago,2023-04-02 14:32:18,2023-03-26 19:32:18
SteinsGate,1815,91.0,7.0,68.0,"Jan 13, 2013",7 hours ago,2023-04-02 14:32:24,2023-04-01 12:32:24
takeshi33333333ax,1814,201.0,4.0,106.0,"May 31, 2020","Apr 8, 2022",2023-04-02 14:32:31,2022-04-08 00:00:00
xvxixcxtxoxr1999,1814,2210.0,148.0,1813.0,"Nov 26, 2018",13 days ago,2023-04-02 14:32:39,2023-03-19 19:32:39
Tooro_42,1814,4283.0,566.0,4391.0,"Jan 27, 2017","Feb 23, 2023",2023-04-02 14:32:45,2023-02-23 00:00:00
WonderfulChessNinja,1813,431.0,60.0,401.0,"Dec 6, 2019",9 days ago,2023-04-02 14:32:52,2023-03-23 19:32:52
doraemon77,1813,1532.0,225.0,1401.0,"Sep 11, 2018",12 hours ago,2023-04-02 14:32:58,2023-04-01 07:32:58
Tcg2323Tidbit,1813,17.0,0.0,3.0,"Dec 23, 2022","Feb 20, 2023",2023-04-02 14:33:05,2023-02-20 00:00:00
